fips,name,type,state,CBSA
19041,Clay,county,Iowa,"Spencer, IA"
20027,Clay,county,Kansas,
21051,Clay,county,Kentucky,"London, KY"
27027,Clay,county,Minnesota,"Fargo, ND-MN"
28025,Clay,county,Mississippi,"West Point, MS"
29047,Clay,county,Missouri,"Kansas City, MO-KS"
31035,Clay,county,Nebraska,
37043,Clay,county,North Carolina,
46027,Clay,county,South Dakota,"Vermillion, SD"
47027,Clay,county,Tennessee,
48077,Clay,county,Texas,"Wichita Falls, TX"
54015,Clay,county,West Virginia,"Charleston, WV"
13063,Clayton,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
19043,Clayton,county,Iowa,
08019,Clear Creek,county,Colorado,"Denver-Aurora-Lakewood, CO"
42033,Clearfield,county,Pennsylvania,"DuBois, PA"
16035,Clearwater,county,Idaho,
27029,Clearwater,county,Minnesota,
01029,Cleburne,county,Alabama,
05023,Cleburne,county,Arkansas,
39025,Clermont,county,Ohio,"Cincinnati, OH-KY-IN"
05025,Cleveland,county,Arkansas,"Pine Bluff, AR"
37045,Cleveland,county,North Carolina,"Shelby, NC"
40027,Cleveland,county,Oklahoma,"Oklahoma City, OK"
13065,Clinch,county,Georgia,
17027,Clinton,county,Illinois,"St. Louis, MO-IL"
18023,Clinton,county,Indiana,"Frankfort, IN"
19045,Clinton,county,Iowa,"Clinton, IA"
21053,Clinton,county,Kentucky,
26037,Clinton,county,Michigan,"Lansing-East Lansing, MI"
29049,Clinton,county,Missouri,"Kansas City, MO-KS"
36019,Clinton,county,New York,"Plattsburgh, NY"
39027,Clinton,county,Ohio,"Wilmington, OH"
42035,Clinton,county,Pennsylvania,"Lock Haven, PA"
20029,Cloud,county,Kansas,
28027,Coahoma,county,Mississippi,"Clarksdale, MS"
40029,Coal,county,Oklahoma,
13067,Cobb,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
04003,Cochise,county,Arizona,"Sierra Vista-Douglas, AZ"
48079,Cochran,county,Texas,
47029,Cocke,county,Tennessee,"Newport, TN"
04005,Coconino,county,Arizona,"Flagstaff, AZ"
46029,Codington,county,South Dakota,"Watertown, SD"
01031,Coffee,county,Alabama,"Enterprise, AL"
13069,Coffee,county,Georgia,"Douglas, GA"
47031,Coffee,county,Tennessee,"Tullahoma-Manchester, TN"
20031,Coffey,county,Kansas,
48081,Coke,county,Texas,
01033,Colbert,county,Alabama,"Florence-Muscle Shoals, AL"
29051,Cole,county,Missouri,"Jefferson City, MO"
48083,Coleman,county,Texas,
17029,Coles,county,Illinois,"Charleston-Mattoon, IL"
31037,Colfax,county,Nebraska,
35007,Colfax,county,New Mexico,
45029,Colleton,county,South Carolina,
12021,Collier,county,Florida,"Naples-Marco Island, FL"
48085,Collin,county,Texas,"Dallas-Fort Worth-Arlington, TX"
48087,Collingsworth,county,Texas,
51570,Colonial Heights,county,Virginia,"Richmond, VA"
48089,Colorado,county,Texas,
13071,Colquitt,county,Georgia,"Moultrie, GA"
05027,Columbia,county,Arkansas,"Magnolia, AR"
12023,Columbia,county,Florida,"Lake City, FL"
13073,Columbia,county,Georgia,"Augusta-Richmond County, GA-SC"
36021,Columbia,county,New York,"Hudson, NY"
41009,Columbia,county,Oregon,"Portland-Vancouver-Hillsboro, OR-WA"
42037,Columbia,county,Pennsylvania,"Bloomsburg-Berwick, PA"
53013,Columbia,county,Washington,
55021,Columbia,county,Wisconsin,"Madison, WI"
39029,Columbiana,county,Ohio,"Salem, OH"
37047,Columbus,county,North Carolina,
06011,Colusa,county,California,
48091,Comal,county,Texas,"San Antonio-New Braunfels, TX"
20033,Comanche,county,Kansas,
40031,Comanche,county,Oklahoma,"Lawton, OK"
48093,Comanche,county,Texas,
48095,Concho,county,Texas,
22029,Concordia,county,Louisiana,"Natchez, MS-LA"
01035,Conecuh,county,Alabama,
08021,Conejos,county,Colorado,
06013,Contra Costa,county,California,"San Francisco-Oakland-Berkeley, CA"
56009,Converse,county,Wyoming,
05029,Conway,county,Arkansas,
13075,Cook,county,Georgia,
17031,Cook,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
27031,Cook,county,Minnesota,
48097,Cooke,county,Texas,"Gainesville, TX"
29053,Cooper,county,Missouri,"Columbia, MO"
33007,Coos,county,New Hampshire,"Berlin, NH"
41011,Coos,county,Oregon,"Coos Bay, OR"
01037,Coosa,county,Alabama,"Alexander City, AL"
28029,Copiah,county,Mississippi,"Jackson, MS"
46031,Corson,county,South Dakota,
36023,Cortland,county,New York,"Cortland, NY"
48099,Coryell,county,Texas,"Killeen-Temple, TX"
39031,Coshocton,county,Ohio,"Coshocton, OH"
08023,Costilla,county,Colorado,
48101,Cottle,county,Texas,
40033,Cotton,county,Oklahoma,"Lawton, OK"
27033,Cottonwood,county,Minnesota,
01039,Covington,county,Alabama,
28031,Covington,county,Mississippi,"Hattiesburg, MS"
51580,Covington,county,Virginia,
13077,Coweta,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
20035,Cowley,county,Kansas,"Winfield, KS"
53015,Cowlitz,county,Washington,"Longview, WA"
40035,Craig,county,Oklahoma,
51045,Craig,county,Virginia,"Roanoke, VA"
05031,Craighead,county,Arkansas,"Jonesboro, AR"
48103,Crane,county,Texas,
37049,Craven,county,North Carolina,"New Bern, NC"
05033,Crawford,county,Arkansas,"Fort Smith, AR-OK"
13079,Crawford,county,Georgia,"Macon-Bibb County, GA"
17033,Crawford,county,Illinois,
18025,Crawford,county,Indiana,
19047,Crawford,county,Iowa,
20037,Crawford,county,Kansas,"Pittsburg, KS"
26039,Crawford,county,Michigan,
29055,Crawford,county,Missouri,
39033,Crawford,county,Ohio,"Bucyrus-Galion, OH"
42039,Crawford,county,Pennsylvania,"Meadville, PA"
55023,Crawford,county,Wisconsin,
40037,Creek,county,Oklahoma,"Tulsa, OK"
01041,Crenshaw,county,Alabama,
13081,Crisp,county,Georgia,"Cordele, GA"
05035,Crittenden,county,Arkansas,"Memphis, TN-MS-AR"
21055,Crittenden,county,Kentucky,
47033,Crockett,county,Tennessee,"Jackson, TN"
48105,Crockett,county,Texas,
41013,Crook,county,Oregon,"Prineville, OR"
56011,Crook,county,Wyoming,"Gillette, WY"
48107,Crosby,county,Texas,"Lubbock, TX"
05037,Cross,county,Arkansas,
27035,Crow Wing,county,Minnesota,"Brainerd, MN"
08025,Crowley,county,Colorado,
48109,Culberson,county,Texas,
01043,Cullman,county,Alabama,"Cullman, AL"
51047,Culpeper,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
17035,Cumberland,county,Illinois,"Charleston-Mattoon, IL"
21057,Cumberland,county,Kentucky,
23005,Cumberland,county,Maine,"Portland-South Portland, ME"
34011,Cumberland,county,New Jersey,"Vineland-Bridgeton, NJ"
37051,Cumberland,county,North Carolina,"Fayetteville, NC"
42041,Cumberland,county,Pennsylvania,"Harrisburg-Carlisle, PA"
47035,Cumberland,county,Tennessee,"Crossville, TN"
51049,Cumberland,county,Virginia,
31039,Cuming,county,Nebraska,
37053,Currituck,county,North Carolina,"Virginia Beach-Norfolk-Newport News, VA-NC"
35009,Curry,county,New Mexico,"Clovis, NM"
41015,Curry,county,Oregon,"Brookings, OR"
08027,Custer,county,Colorado,
16037,Custer,county,Idaho,
30017,Custer,county,Montana,
31041,Custer,county,Nebraska,
40039,Custer,county,Oklahoma,"Weatherford, OK"
46033,Custer,county,South Dakota,
39035,Cuyahoga,county,Ohio,"Cleveland-Elyria, OH"
13083,Dade,county,Georgia,"Chattanooga, TN-GA"
29057,Dade,county,Missouri,
49009,Daggett,county,Utah,
27037,Dakota,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
31043,Dakota,county,Nebraska,"Sioux City, IA-NE-SD"
01045,Dale,county,Alabama,"Ozark, AL"
48111,Dallam,county,Texas,
01047,Dallas,county,Alabama,"Selma, AL"
05039,Dallas,county,Arkansas,
19049,Dallas,county,Iowa,"Des Moines-West Des Moines, IA"
29059,Dallas,county,Missouri,"Springfield, MO"
48113,Dallas,county,Texas,"Dallas-Fort Worth-Arlington, TX"
55025,Dane,county,Wisconsin,"Madison, WI"
30019,Daniels,county,Montana,
51590,Danville,county,Virginia,"Danville, VA"
37055,Dare,county,North Carolina,"Kill Devil Hills, NC"
39037,Darke,county,Ohio,"Greenville, OH"
45031,Darlington,county,South Carolina,"Florence, SC"
42043,Dauphin,county,Pennsylvania,"Harrisburg-Carlisle, PA"
37057,Davidson,county,North Carolina,"Winston-Salem, NC"
47037,Davidson,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37059,Davie,county,North Carolina,"Winston-Salem, NC"
18027,Daviess,county,Indiana,"Washington, IN"
21059,Daviess,county,Kentucky,"Owensboro, KY"
29061,Daviess,county,Missouri,
19051,Davis,county,Iowa,
49011,Davis,county,Utah,"Ogden-Clearfield, UT"
46035,Davison,county,South Dakota,"Mitchell, SD"
31045,Dawes,county,Nebraska,
13085,Dawson,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
30021,Dawson,county,Montana,
31047,Dawson,county,Nebraska,"Lexington, NE"
48115,Dawson,county,Texas,"Lamesa, TX"
46037,Day,county,South Dakota,
35011,De Baca,county,New Mexico,
01049,DeKalb,county,Alabama,"Fort Payne, AL"
13089,DeKalb,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17037,DeKalb,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
18033,DeKalb,county,Indiana,"Auburn, IN"
29063,DeKalb,county,Missouri,"St. Joseph, MO-KS"
47041,DeKalb,county,Tennessee,
12027,DeSoto,county,Florida,"Arcadia, FL"
22031,De Soto,county,Louisiana,"Shreveport-Bossier City, LA"
28033,DeSoto,county,Mississippi,"Memphis, TN-MS-AR"
17039,De Witt,county,Illinois,
48123,DeWitt,county,Texas,
48117,Deaf Smith,county,Texas,"Hereford, TX"
18029,Dearborn,county,Indiana,"Cincinnati, OH-KY-IN"
13087,Decatur,county,Georgia,"Bainbridge, GA"
18031,Decatur,county,Indiana,"Greensburg, IN"
19053,Decatur,county,Iowa,
20039,Decatur,county,Kansas,
47039,Decatur,county,Tennessee,
30023,Deer Lodge,county,Montana,
39039,Defiance,county,Ohio,"Defiance, OH"
06015,Del Norte,county,California,"Crescent City, CA"
18035,Delaware,county,Indiana,"Muncie, IN"
19055,Delaware,county,Iowa,
36025,Delaware,county,New York,
39041,Delaware,county,Ohio,"Columbus, OH"
40041,Delaware,county,Oklahoma,
42045,Delaware,county,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
08029,Delta,county,Colorado,
26041,Delta,county,Michigan,"Escanaba, MI"
48119,Delta,county,Texas,
02068,Denali,county,Alaska,
29065,Dent,county,Missouri,
48121,Denton,county,Texas,"Dallas-Fort Worth-Arlington, TX"
08031,Denver,county,Colorado,"Denver-Aurora-Lakewood, CO"
19057,Des Moines,county,Iowa,"Burlington, IA-IL"
41017,Deschutes,county,Oregon,"Bend, OR"
05041,Desha,county,Arkansas,
31049,Deuel,county,Nebraska,
46039,Deuel,county,South Dakota,
40043,Dewey,county,Oklahoma,
46041,Dewey,county,South Dakota,
48125,Dickens,county,Texas,
51051,Dickenson,county,Virginia,
38021,Dickey,county,North Dakota,
19059,Dickinson,county,Iowa,"Spirit Lake, IA"
20041,Dickinson,county,Kansas,
26043,Dickinson,county,Michigan,"Iron Mountain, MI-WI"
47043,Dickson,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
02070,Dillingham,county,Alaska,
45033,Dillon,county,South Carolina,
48127,Dimmit,county,Texas,
51053,Dinwiddie,county,Virginia,"Richmond, VA"
38023,Divide,county,North Dakota,
12029,Dixie,county,Florida,
31051,Dixon,county,Nebraska,"Sioux City, IA-NE-SD"
54017,Doddridge,county,West Virginia,"Clarksburg, WV"
13091,Dodge,county,Georgia,
27039,Dodge,county,Minnesota,"Rochester, MN"
31053,Dodge,county,Nebraska,"Fremont, NE"
55027,Dodge,county,Wisconsin,"Beaver Dam, WI"
08033,Dolores,county,Colorado,
35013,Dona Ana,county,New Mexico,"Las Cruces, NM"
20043,Doniphan,county,Kansas,"St. Joseph, MO-KS"
48129,Donley,county,Texas,
13093,Dooly,county,Georgia,
55029,Door,county,Wisconsin,
24019,Dorchester,county,Maryland,"Cambridge, MD"
45035,Dorchester,county,South Carolina,"Charleston-North Charleston, SC"
13095,Dougherty,county,Georgia,"Albany, GA"
08035,Douglas,county,Colorado,"Denver-Aurora-Lakewood, CO"
13097,Douglas,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17041,Douglas,county,Illinois,
20045,Douglas,county,Kansas,"Lawrence, KS"
27041,Douglas,county,Minnesota,"Alexandria, MN"
29067,Douglas,county,Missouri,
31055,Douglas,county,Nebraska,"Omaha-Council Bluffs, NE-IA"
32005,Douglas,county,Nevada,"Gardnerville Ranchos, NV"
41019,Douglas,county,Oregon,"Roseburg, OR"
46043,Douglas,county,South Dakota,
53017,Douglas,county,Washington,"Wenatchee, WA"
55031,Douglas,county,Wisconsin,"Duluth, MN-WI"
05043,Drew,county,Arkansas,
17043,DuPage,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
18037,Dubois,county,Indiana,"Jasper, IN"
19061,Dubuque,county,Iowa,"Dubuque, IA"
49013,Duchesne,county,Utah,
25007,Dukes,county,Massachusetts,"Vineyard Haven, MA"
31057,Dundy,county,Nebraska,
29069,Dunklin,county,Missouri,"Kennett, MO"
38025,Dunn,county,North Dakota,
55033,Dunn,county,Wisconsin,"Menomonie, WI"
37061,Duplin,county,North Carolina,
37063,Durham,county,North Carolina,"Durham-Chapel Hill, NC"
36027,Dutchess,county,New York,"Poughkeepsie-Newburgh-Middletown, NY"
12031,Duval,county,Florida,"Jacksonville, FL"
48131,Duval,county,Texas,"Alice, TX"
47045,Dyer,county,Tennessee,"Dyersburg, TN"
08037,Eagle,county,Colorado,"Edwards, CO"
13099,Early,county,Georgia,
22033,East Baton Rouge,county,Louisiana,"Baton Rouge, LA"
22035,East Carroll,county,Louisiana,
22037,East Feliciana,county,Louisiana,"Baton Rouge, LA"
48133,Eastland,county,Texas,
26045,Eaton,county,Michigan,"Lansing-East Lansing, MI"
55035,Eau Claire,county,Wisconsin,"Eau Claire, WI"
13101,Echols,county,Georgia,"Valdosta, GA"
48135,Ector,county,Texas,"Odessa, TX"
35015,Eddy,county,New Mexico,"Carlsbad-Artesia, NM"
38027,Eddy,county,North Dakota,
17045,Edgar,county,Illinois,
37065,Edgecombe,county,North Carolina,"Rocky Mount, NC"
45037,Edgefield,county,South Carolina,"Augusta-Richmond County, GA-SC"
21061,Edmonson,county,Kentucky,"Bowling Green, KY"
46045,Edmunds,county,South Dakota,"Aberdeen, SD"
17047,Edwards,county,Illinois,
20047,Edwards,county,Kansas,
48137,Edwards,county,Texas,
13103,Effingham,county,Georgia,"Savannah, GA"
17049,Effingham,county,Illinois,"Effingham, IL"
06017,El Dorado,county,California,"Sacramento-Roseville-Folsom, CA"
08041,El Paso,county,Colorado,"Colorado Springs, CO"
48141,El Paso,county,Texas,"El Paso, TX"
08039,Elbert,county,Colorado,"Denver-Aurora-Lakewood, CO"
13105,Elbert,county,Georgia,
20049,Elk,county,Kansas,
42047,Elk,county,Pennsylvania,"St. Marys, PA"
18039,Elkhart,county,Indiana,"Elkhart-Goshen, IN"
32007,Elko,county,Nevada,"Elko, NV"
21063,Elliott,county,Kentucky,
20051,Ellis,county,Kansas,"Hays, KS"
40045,Ellis,county,Oklahoma,"Woodward, OK"
48139,Ellis,county,Texas,"Dallas-Fort Worth-Arlington, TX"
20053,Ellsworth,county,Kansas,
01051,Elmore,county,Alabama,"Montgomery, AL"
16039,Elmore,county,Idaho,"Mountain Home, ID"
13107,Emanuel,county,Georgia,
49015,Emery,county,Utah,
19063,Emmet,county,Iowa,
26047,Emmet,county,Michigan,
38029,Emmons,county,North Dakota,
51595,Emporia,county,Virginia,
48143,Erath,county,Texas,"Stephenville, TX"
36029,Erie,county,New York,"Buffalo-Cheektowaga, NY"
39043,Erie,county,Ohio,"Sandusky, OH"
42049,Erie,county,Pennsylvania,"Erie, PA"
01053,Escambia,county,Alabama,"Atmore, AL"
12033,Escambia,county,Florida,"Pensacola-Ferry Pass-Brent, FL"
32009,Esmeralda,county,Nevada,
25009,Essex,county,Massachusetts,"Boston-Cambridge-Newton, MA-NH"
34013,Essex,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
36031,Essex,county,New York,
50009,Essex,county,Vermont,
51057,Essex,county,Virginia,
21065,Estill,county,Kentucky,"Richmond-Berea, KY"
01055,Etowah,county,Alabama,"Gadsden, AL"
32011,Eureka,county,Nevada,"Elko, NV"
22039,Evangeline,county,Louisiana,
13109,Evans,county,Georgia,
02090,Fairbanks North Star,county,Alaska,"Fairbanks, AK"
51600,Fairfax City,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51059,Fairfax,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
09001,Fairfield,county,Connecticut,"Bridgeport-Stamford-Norwalk, CT"
39045,Fairfield,county,Ohio,"Columbus, OH"
45039,Fairfield,county,South Carolina,"Columbia, SC"
46047,Fall River,county,South Dakota,
30025,Fallon,county,Montana,
51610,Falls Church,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
48145,Falls,county,Texas,"Waco, TX"
13111,Fannin,county,Georgia,
48147,Fannin,county,Texas,"Bonham, TX"
27043,Faribault,county,Minnesota,
46049,Faulk,county,South Dakota,
05045,Faulkner,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
51061,Fauquier,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
01057,Fayette,county,Alabama,
13113,Fayette,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17051,Fayette,county,Illinois,
18041,Fayette,county,Indiana,"Connersville, IN"
19065,Fayette,county,Iowa,
21067,Fayette,county,Kentucky,"Lexington-Fayette, KY"
39047,Fayette,county,Ohio,"Washington Court House, OH"
42051,Fayette,county,Pennsylvania,"Pittsburgh, PA"
47047,Fayette,county,Tennessee,"Memphis, TN-MS-AR"
48149,Fayette,county,Texas,
54019,Fayette,county,West Virginia,"Beckley, WV"
47049,Fentress,county,Tennessee,
30027,Fergus,county,Montana,
53019,Ferry,county,Washington,
27045,Fillmore,county,Minnesota,"Rochester, MN"
31059,Fillmore,county,Nebraska,
20055,Finney,county,Kansas,"Garden City, KS"
48151,Fisher,county,Texas,
12035,Flagler,county,Florida,"Deltona-Daytona Beach-Ormond Beach, FL"
30029,Flathead,county,Montana,"Kalispell, MT"
21069,Fleming,county,Kentucky,
45041,Florence,county,South Carolina,"Florence, SC"
55037,Florence,county,Wisconsin,"Iron Mountain, MI-WI"
13115,Floyd,county,Georgia,"Rome, GA"
18043,Floyd,county,Indiana,"Louisville/Jefferson County, KY-IN"
19067,Floyd,county,Iowa,
21071,Floyd,county,Kentucky,
48153,Floyd,county,Texas,
51063,Floyd,county,Virginia,
51065,Fluvanna,county,Virginia,"Charlottesville, VA"
48155,Foard,county,Texas,
55039,Fond du Lac,county,Wisconsin,"Fond du Lac, WI"
17053,Ford,county,Illinois,
20057,Ford,county,Kansas,"Dodge City, KS"
42053,Forest,county,Pennsylvania,
55041,Forest,county,Wisconsin,
28035,Forrest,county,Mississippi,"Hattiesburg, MS"
13117,Forsyth,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
37067,Forsyth,county,North Carolina,"Winston-Salem, NC"
48157,Fort Bend,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
38031,Foster,county,North Dakota,
18045,Fountain,county,Indiana,
51620,Franklin City,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
01059,Franklin,county,Alabama,
05047,Franklin,county,Arkansas,"Fort Smith, AR-OK"
12037,Franklin,county,Florida,
13119,Franklin,county,Georgia,
16041,Franklin,county,Idaho,"Logan, UT-ID"
17055,Franklin,county,Illinois,
18047,Franklin,county,Indiana,"Cincinnati, OH-KY-IN"
19069,Franklin,county,Iowa,
20059,Franklin,county,Kansas,"Ottawa, KS"
21073,Franklin,county,Kentucky,"Frankfort, KY"
22041,Franklin,county,Louisiana,
23007,Franklin,county,Maine,
25011,Franklin,county,Massachusetts,"Springfield, MA"
28037,Franklin,county,Mississippi,
29071,Franklin,county,Missouri,"St. Louis, MO-IL"
31061,Franklin,county,Nebraska,
36033,Franklin,county,New York,"Malone, NY"
37069,Franklin,county,North Carolina,"Raleigh-Cary, NC"
39049,Franklin,county,Ohio,"Columbus, OH"
42055,Franklin,county,Pennsylvania,"Chambersburg-Waynesboro, PA"
47051,Franklin,county,Tennessee,"Tullahoma-Manchester, TN"
48159,Franklin,county,Texas,
50011,Franklin,county,Vermont,"Burlington-South Burlington, VT"
51067,Franklin,county,Virginia,"Roanoke, VA"
53021,Franklin,county,Washington,"Kennewick-Richland, WA"
24021,Frederick,county,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51069,Frederick,county,Virginia,"Winchester, VA-WV"
51630,Fredericksburg,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
27047,Freeborn,county,Minnesota,"Albert Lea, MN"
48161,Freestone,county,Texas,
08043,Fremont,county,Colorado,"Cañon City, CO"
16043,Fremont,county,Idaho,"Rexburg, ID"
19071,Fremont,county,Iowa,
56013,Fremont,county,Wyoming,"Riverton, WY"
06019,Fresno,county,California,"Fresno, CA"
48163,Frio,county,Texas,"Pearsall, TX"
31063,Frontier,county,Nebraska,
05049,Fulton,county,Arkansas,
13121,Fulton,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17057,Fulton,county,Illinois,"Peoria, IL"
18049,Fulton,county,Indiana,
21075,Fulton,county,Kentucky,
36035,Fulton,county,New York,"Gloversville, NY"
39051,Fulton,county,Ohio,"Toledo, OH"
42057,Fulton,county,Pennsylvania,
31065,Furnas,county,Nebraska,
12039,Gadsden,county,Florida,"Tallahassee, FL"
31067,Gage,county,Nebraska,"Beatrice, NE"
48165,Gaines,county,Texas,
51640,Galax,county,Virginia,
17059,Gallatin,county,Illinois,
21077,Gallatin,county,Kentucky,"Cincinnati, OH-KY-IN"
30031,Gallatin,county,Montana,"Bozeman, MT"
39053,Gallia,county,Ohio,"Point Pleasant, WV-OH"
48167,Galveston,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
31069,Garden,county,Nebraska,
08045,Garfield,county,Colorado,"Glenwood Springs, CO"
30033,Garfield,county,Montana,
31071,Garfield,county,Nebraska,
40047,Garfield,county,Oklahoma,"Enid, OK"
49017,Garfield,county,Utah,
53023,Garfield,county,Washington,
05051,Garland,county,Arkansas,"Hot Springs, AR"
21079,Garrard,county,Kentucky,
24023,Garrett,county,Maryland,
40049,Garvin,county,Oklahoma,
48169,Garza,county,Texas,
29073,Gasconade,county,Missouri,
37071,Gaston,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
37073,Gates,county,North Carolina,"Virginia Beach-Norfolk-Newport News, VA-NC"
20061,Geary,county,Kansas,"Manhattan, KS"
39055,Geauga,county,Ohio,"Cleveland-Elyria, OH"
16045,Gem,county,Idaho,"Boise City, ID"
26049,Genesee,county,Michigan,"Flint, MI"
36037,Genesee,county,New York,"Batavia, NY"
01061,Geneva,county,Alabama,"Dothan, AL"
29075,Gentry,county,Missouri,
28039,George,county,Mississippi,
45043,Georgetown,county,South Carolina,"Georgetown, SC"
18051,Gibson,county,Indiana,
47053,Gibson,county,Tennessee,"Jackson, TN"
04007,Gila,county,Arizona,"Payson, AZ"
12041,Gilchrist,county,Florida,"Gainesville, FL"
47055,Giles,county,Tennessee,
51071,Giles,county,Virginia,"Blacksburg-Christiansburg, VA"
48171,Gillespie,county,Texas,"Fredericksburg, TX"
41021,Gilliam,county,Oregon,
13123,Gilmer,county,Georgia,
54021,Gilmer,county,West Virginia,
08047,Gilpin,county,Colorado,"Denver-Aurora-Lakewood, CO"
30035,Glacier,county,Montana,
12043,Glades,county,Florida,
26051,Gladwin,county,Michigan,
13125,Glascock,county,Georgia,
48173,Glasscock,county,Texas,
06021,Glenn,county,California,
34015,Gloucester,county,New Jersey,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
51073,Gloucester,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
13127,Glynn,county,Georgia,"Brunswick, GA"
26053,Gogebic,county,Michigan,
30037,Golden Valley,county,Montana,
38033,Golden Valley,county,North Dakota,
48175,Goliad,county,Texas,"Victoria, TX"
48177,Gonzales,county,Texas,
51075,Goochland,county,Virginia,"Richmond, VA"
27049,Goodhue,county,Minnesota,"Red Wing, MN"
16047,Gooding,county,Idaho,
13129,Gordon,county,Georgia,"Calhoun, GA"
56015,Goshen,county,Wyoming,
31073,Gosper,county,Nebraska,"Lexington, NE"
20063,Gove,county,Kansas,
13131,Grady,county,Georgia,
40051,Grady,county,Oklahoma,"Oklahoma City, OK"
33009,Grafton,county,New Hampshire,"Lebanon, NH-VT"
04009,Graham,county,Arizona,"Safford, AZ"
20065,Graham,county,Kansas,
37075,Graham,county,North Carolina,
47057,Grainger,county,Tennessee,"Morristown, TN"
38035,Grand Forks,county,North Dakota,"Grand Forks, ND-MN"
50013,Grand Isle,county,Vermont,"Burlington-South Burlington, VT"
26055,Grand Traverse,county,Michigan,"Traverse City, MI"
08049,Grand,county,Colorado,
49019,Grand,county,Utah,
30039,Granite,county,Montana,
05053,Grant,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
18053,Grant,county,Indiana,"Marion, IN"
20067,Grant,county,Kansas,
21081,Grant,county,Kentucky,"Cincinnati, OH-KY-IN"
22043,Grant,county,Louisiana,"Alexandria, LA"
27051,Grant,county,Minnesota,
31075,Grant,county,Nebraska,
35017,Grant,county,New Mexico,"Silver City, NM"
38037,Grant,county,North Dakota,
40053,Grant,county,Oklahoma,
41023,Grant,county,Oregon,
46051,Grant,county,South Dakota,
53025,Grant,county,Washington,"Moses Lake, WA"
54023,Grant,county,West Virginia,
55043,Grant,county,Wisconsin,"Platteville, WI"
37077,Granville,county,North Carolina,"Durham-Chapel Hill, NC"
26057,Gratiot,county,Michigan,"Alma, MI"
21083,Graves,county,Kentucky,"Mayfield, KY"
20069,Gray,county,Kansas,
48179,Gray,county,Texas,"Pampa, TX"
53027,Grays Harbor,county,Washington,"Aberdeen, WA"
21085,Grayson,county,Kentucky,
48181,Grayson,county,Texas,"Sherman-Denison, TX"
51077,Grayson,county,Virginia,
20071,Greeley,county,Kansas,
31077,Greeley,county,Nebraska,
55047,Green Lake,county,Wisconsin,
21087,Green,county,Kentucky,"Campbellsville, KY"
55045,Green,county,Wisconsin,"Madison, WI"
54025,Greenbrier,county,West Virginia,
01063,Greene,county,Alabama,"Tuscaloosa, AL"
05055,Greene,county,Arkansas,"Paragould, AR"
13133,Greene,county,Georgia,
17061,Greene,county,Illinois,
18055,Greene,county,Indiana,
19073,Greene,county,Iowa,
28041,Greene,county,Mississippi,
29077,Greene,county,Missouri,"Springfield, MO"
36039,Greene,county,New York,
37079,Greene,county,North Carolina,
39057,Greene,county,Ohio,"Dayton-Kettering, OH"
42059,Greene,county,Pennsylvania,
47059,Greene,county,Tennessee,"Greeneville, TN"
51079,Greene,county,Virginia,"Charlottesville, VA"
04011,Greenlee,county,Arizona,
51081,Greensville,county,Virginia,
21089,Greenup,county,Kentucky,"Huntington-Ashland, WV-KY-OH"
45045,Greenville,county,South Carolina,"Greenville-Anderson, SC"
20073,Greenwood,county,Kansas,
45047,Greenwood,county,South Carolina,"Greenwood, SC"
40055,Greer,county,Oklahoma,
48183,Gregg,county,Texas,"Longview, TX"
46053,Gregory,county,South Dakota,
